site_id,year,date,lon,lat,latin,presence
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Hybopsis hypsinotus,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Lepomis auritus,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Lepomis macrochirus,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Micropterus punctulatus,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Micropterus salmoides,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Moxostoma rupiscartes,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Nocomis leptocephalus,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notemigonus crysoleucas,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notropis chiliticus,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notropis chlorocephalus,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notropis procne,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notropis scepticus,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Noturus insignis,1
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Semotilus atromaculatus,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Aphredoderus sayanus,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Erimyzon oblongus,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Esox americanus,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Etheostoma olmstedi,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Gambusia holbrooki,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Lepomis cyanellus,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Lepomis gulosus,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Lepomis macrochirus,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Micropterus salmoides,1
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Notemigonus crysoleucas,1
finsync_nrs_nc-10088,2009,2009-07-10,-80.60443444,35.15303501,Clinostomus funduloides,1
finsync_nrs_nc-10088,2009,2009-07-10,-80.60443444,35.15303501,Erimyzon oblongus,1
finsync_nrs_nc-10088,2009,2009-07-10,-80.60443444,35.15303501,Etheostoma collis,1
finsync_nrs_nc-10088,2009,2009-07-10,-80.60443444,35.15303501,Lepomis auritus,1
finsync_nrs_nc-10088,2009,2009-07-10,-80.60443444,35.15303501,Semotilus atromaculatus,1
finsync_nrs_nc-10090,2013,2013-09-23,-78.82338,34.53497,Acantharchus pomotis,1
finsync_nrs_nc-10090,2013,2013-09-23,-78.82338,34.53497,Ameiurus nebulosus,1
finsync_nrs_nc-10090,2013,2013-09-23,-78.82338,34.53497,Aphredoderus sayanus,1
finsync_nrs_nc-10090,2013,2013-09-23,-78.82338,34.53497,Esox americanus,1
finsync_nrs_nc-10090,2013,2013-09-23,-78.82338,34.53497,Gambusia holbrooki,1
finsync_nrs_nc-10090,2013,2013-09-23,-78.82338,34.53497,Lepisosteus osseus,1
finsync_nrs_nc-10090,2013,2013-09-23,-78.82338,34.53497,Lepomis punctatus,1
finsync_nrs_nc-10091,2019,2019-06-11,-82.07960048,35.87880495,Clinostomus funduloides,1
finsync_nrs_nc-10091,2019,2019-06-11,-82.07960048,35.87880495,Cottus bairdii,1
finsync_nrs_nc-10091,2019,2019-06-11,-82.07960048,35.87880495,Nocomis leptocephalus,1
finsync_nrs_nc-10091,2019,2019-06-11,-82.07960048,35.87880495,Oncorhynchus mykiss,1
finsync_nrs_nc-10091,2019,2019-06-11,-82.07960048,35.87880495,Rhinichthys obtusus,1
finsync_nrs_nc-10091,2019,2019-06-11,-82.07960048,35.87880495,Semotilus atromaculatus,1
finsync_nrs_nc-10094,2009,2009-07-11,-80.34289834,35.97524365,Gambusia affinis,1
finsync_nrs_nc-10094,2009,2009-07-11,-80.34289834,35.97524365,Hybognathus regius,1
finsync_nrs_nc-10094,2009,2009-07-11,-80.34289834,35.97524365,Lepomis macrochirus,1
finsync_nrs_nc-10094,2009,2009-07-11,-80.34289834,35.97524365,Micropterus salmoides,1
finsync_nrs_nc-10094,2009,2009-07-11,-80.34289834,35.97524365,Semotilus atromaculatus,1
finsync_nrs_nc-10096,2009,2009-06-25,-82.65973335,35.83760486,Campostoma anomalum,1
finsync_nrs_nc-10096,2009,2009-06-25,-82.65973335,35.83760486,Catostomus commersonii,1
finsync_nrs_nc-10096,2009,2009-06-25,-82.65973335,35.83760486,Rhinichthys atratulus,1
finsync_nrs_nc-10104,2009,2009-07-14,-80.82677006,35.52101673,Clinostomus funduloides,1
finsync_nrs_nc-10104,2009,2009-07-14,-80.82677006,35.52101673,Etheostoma olmstedi,1
finsync_nrs_nc-10104,2009,2009-07-14,-80.82677006,35.52101673,Lepomis auritus,1
finsync_nrs_nc-10104,2009,2009-07-14,-80.82677006,35.52101673,Lepomis cyanellus,1
finsync_nrs_nc-10104,2009,2009-07-14,-80.82677006,35.52101673,Micropterus salmoides,1
finsync_nrs_nc-10104,2009,2009-07-14,-80.82677006,35.52101673,Semotilus atromaculatus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Anguilla rostrata,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Aphredoderus sayanus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Catostomus commersonii,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Erimyzon oblongus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Esox americanus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Etheostoma nigrum,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Lepomis auritus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Lepomis cyanellus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Lepomis macrochirus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Luxilus albeolus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Micropterus salmoides,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Nocomis leptocephalus,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Notropis altipinnis,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Notropis procne,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Noturus insignis,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Percina roanoka,1
finsync_nrs_nc-10107,2009,2009-07-17,-78.14354525,36.22364287,Semotilus atromaculatus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Ameiurus natalis,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Ameiurus platycephalus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Aphredoderus sayanus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Erimyzon oblongus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Etheostoma collis,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Etheostoma olmstedi,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Gambusia affinis,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Lepomis auritus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Lepomis cyanellus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Lepomis gulosus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Lepomis macrochirus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Luxilus cerasinus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Micropterus salmoides,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Nocomis leptocephalus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Notemigonus crysoleucas,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Notropis alborus,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Notropis altipinnis,1
finsync_nrs_nc-10113,2009,2009-07-13,-79.59086722,35.95160632,Semotilus atromaculatus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Ameiurus platycephalus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Aphredoderus sayanus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Catostomus commersonii,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Cyprinella analostana,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Etheostoma olmstedi,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Fundulus rathbuni,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Gambusia affinis,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Lepomis auritus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Lepomis cyanellus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Lepomis macrochirus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Luxilus cerasinus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Micropterus salmoides,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Moxostoma anisurum,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Moxostoma pappillosum,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Nocomis leptocephalus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Notropis alborus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Notropis altipinnis,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Notropis scepticus,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Pomoxis annularis,1
finsync_nrs_nc-10114,2009,2009-07-15,-79.48811819,35.99602428,Semotilus atromaculatus,1
finsync_nrs_nc-10117,2009,2009-06-25,-78.45665667,34.71077157,Acantharchus pomotis,1
finsync_nrs_nc-10117,2009,2009-06-25,-78.45665667,34.71077157,Aphredoderus sayanus,1
finsync_nrs_nc-10117,2009,2009-06-25,-78.45665667,34.71077157,Centrarchus macropterus,1
finsync_nrs_nc-10117,2009,2009-06-25,-78.45665667,34.71077157,Chologaster cornuta,1
finsync_nrs_nc-10117,2009,2009-06-25,-78.45665667,34.71077157,Enneacanthus gloriosus,1
finsync_nrs_nc-10117,2009,2009-06-25,-78.45665667,34.71077157,Esox americanus,1
finsync_nrs_nc-10117,2009,2009-06-25,-78.45665667,34.71077157,Umbra pygmaea,1
finsync_nrs_nc-10118,2009,2009-06-10,-79.57290173,34.92970407,Ameiurus natalis,1
finsync_nrs_nc-10118,2009,2009-06-10,-79.57290173,34.92970407,Aphredoderus sayanus,1
finsync_nrs_nc-10118,2009,2009-06-10,-79.57290173,34.92970407,Enneacanthus gloriosus,1
finsync_nrs_nc-10118,2009,2009-06-10,-79.57290173,34.92970407,Etheostoma serrifer,1
finsync_nrs_nc-10118,2009,2009-06-10,-79.57290173,34.92970407,Fundulus lineolatus,1
finsync_nrs_nc-10118,2009,2009-06-10,-79.57290173,34.92970407,Lepomis marginatus,1
finsync_nrs_nc-10118,2009,2009-06-10,-79.57290173,34.92970407,Notropis cummingsae,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Ameiurus natalis,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Anguilla rostrata,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Aphredoderus sayanus,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Esox americanus,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Esox niger,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Lepomis auritus,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Lepomis gibbosus,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Lepomis gulosus,1
finsync_nrs_nc-10119,2009,2009-06-09,-77.13455165,35.02681061,Lepomis macrochirus,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Ambloplites rupestris,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Campostoma anomalum,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Hypentelium nigricans,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Lepomis auritus,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Lepomis cyanellus,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Lepomis macrochirus,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Luxilus coccogenis,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Micropterus dolomieu,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Nocomis micropogon,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Noturus insignis,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Oncorhynchus mykiss,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Rhinichthys obtusus,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Salmo trutta,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Salvelinus fontinalis,1
finsync_nrs_nc-10122,2018,2018-07-19,-81.87095586,36.27389536,Semotilus atromaculatus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Ameiurus natalis,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Ameiurus platycephalus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Erimyzon oblongus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Etheostoma olmstedi,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Lepomis auritus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Lepomis cyanellus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Lepomis gibbosus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Lepomis macrochirus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Luxilus albeolus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Nocomis leptocephalus,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Notemigonus crysoleucas,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Notropis altipinnis,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Percina crassa,1
finsync_nrs_nc-10123,2019,2019-06-05,-79.53601686,35.63322712,Semotilus atromaculatus,1
finsync_nrs_nc-10133,2019,2019-06-03,-78.97088818,35.73298947,Hybognathus regius,1
finsync_nrs_nc-10133,2019,2019-06-03,-78.97088818,35.73298947,Lepomis cyanellus,1
finsync_nrs_nc-10133,2019,2019-06-03,-78.97088818,35.73298947,Lepomis gibbosus,1
finsync_nrs_nc-10133,2019,2019-06-03,-78.97088818,35.73298947,Lepomis macrochirus,1
finsync_nrs_nc-10133,2019,2019-06-03,-78.97088818,35.73298947,Nocomis leptocephalus,1
finsync_nrs_nc-10133,2019,2019-06-03,-78.97088818,35.73298947,Perca flavescens,1
finsync_nrs_nc-10136,2019,2019-09-19,-83.02465971,35.35514394,Oncorhynchus mykiss,1
finsync_nrs_nc-10136,2019,2019-09-19,-83.02465971,35.35514394,Salvelinus fontinalis,1
finsync_nrs_nc-10138,2013,2013-09-25,-81.329580000000007,35.3521,Clinostomus funduloides,1
finsync_nrs_nc-10138,2013,2013-09-25,-81.329580000000007,35.3521,Etheostoma olmstedi,1
finsync_nrs_nc-10138,2013,2013-09-25,-81.329580000000007,35.3521,Gambusia holbrooki,1
finsync_nrs_nc-10138,2013,2013-09-25,-81.329580000000007,35.3521,Hybopsis hypsinotus,1
finsync_nrs_nc-10138,2013,2013-09-25,-81.329580000000007,35.3521,Lepomis auritus,1
finsync_nrs_nc-10138,2013,2013-09-25,-81.329580000000007,35.3521,Lepomis cyanellus,1
finsync_nrs_nc-10138,2013,2013-09-25,-81.329580000000007,35.3521,Nocomis leptocephalus,1
finsync_nrs_nc-10138,2013,2013-09-25,-81.329580000000007,35.3521,Semotilus atromaculatus,1
finsync_nrs_nc-10139,2013,2013-09-09,-81.74478177,35.64379988,Clinostomus funduloides,1
finsync_nrs_nc-10139,2013,2013-09-09,-81.74478177,35.64379988,Etheostoma flabellare,1
finsync_nrs_nc-10139,2013,2013-09-09,-81.74478177,35.64379988,Hypentelium nigricans,1
finsync_nrs_nc-10139,2013,2013-09-09,-81.74478177,35.64379988,Nocomis leptocephalus,1
finsync_nrs_nc-10139,2013,2013-09-09,-81.74478177,35.64379988,Semotilus atromaculatus,1
